frameIndex,coord,centroid
2088,"[(24.147947, 236.62152), (96.66137, 258.9201), (19.040985, 12.751994), (110.71907, 203.84563), (134.48239, 204.10068), (57.58267, 300.34454), (144.46617, 333.18457), (152.92876, 207.26077), (345.5503, 256.22845)]","(120.61996244444445, 223.69536155555556)"
2089,"[(24.792114, 237.09363), (97.08642, 259.59805), (19.15213, 12.854987), (110.45469, 203.78748), (133.93362, 204.09262), (57.644634, 300.21814), (144.15057, 332.7649), (153.66533, 208.49124), (345.5683, 256.05893)]","(120.7164231111111, 223.8844418888889)"
2090,"[(25.035156, 236.9384), (96.92219, 259.8905), (19.152561, 12.856789), (110.12404, 203.60333), (133.55226, 205.44844), (57.58219, 299.9926), (144.02205, 332.57303), (154.01703, 208.83635), (345.65668, 255.96962)]","(120.67379522222222, 224.01211766666668)"
2091,"[(25.507069, 237.16211), (96.34002, 259.90668), (19.23272, 12.954146), (109.73533, 203.81512), (133.27415, 205.85432), (57.585983, 299.8816), (144.12643, 332.70374), (153.94456, 209.26549), (345.83636, 255.9633)]","(120.62029133333333, 224.1673895555556)"
2092,"[(25.359753, 236.82803), (95.78729, 259.93716), (19.29076, 13.004318), (109.59546, 203.87251), (132.94934, 206.39613), (57.513756, 299.7885), (144.24759, 332.85638), (153.68446, 209.59053), (345.87332, 255.96693)]","(120.4779698888889, 224.2489431111111)"
2093,"[(26.473276, 237.4961), (95.45343, 260.10745), (19.243464, 12.932906), (108.68986, 203.50568), (133.83476, 207.94308), (57.54532, 299.79358), (144.08101, 332.7117), (153.20058, 209.78314), (345.86502, 255.94492)]","(120.48741333333334, 224.46872844444445)"
2094,"[(26.182076, 237.22672), (95.790306, 259.99637), (19.261595, 12.930752), (107.8845, 203.19804), (135.31882, 210.362), (57.54762, 299.83517), (144.11194, 332.7234), (152.73996, 209.84312), (345.8545, 255.95117)]","(120.52125744444444, 224.67408244444445)"
2095,"[(26.187586, 237.21349), (95.24545, 260.44046), (19.325804, 12.998992), (106.533646, 202.6678), (137.5043, 213.67848), (57.559822, 299.88788), (143.60408, 332.57822), (152.50156, 210.40245), (345.84656, 255.96056)]","(120.47875644444444, 225.09203688888888)"
2096,"[(26.052385, 237.00583), (95.603264, 259.8229), (19.347578, 13.045041), (105.91312, 202.74203), (138.69495, 215.74232), (57.606804, 299.98016), (142.64032, 332.0183), (152.44102, 210.86682), (345.83813, 255.99261)]","(120.45973011111111, 225.24622344444444)"
2097,"[(26.959053, 237.89246), (95.8821, 259.8217), (19.386648, 13.116642), (105.493576, 202.9766), (140.3406, 218.46353), (57.658237, 300.16394), (141.37743, 331.2697), (152.47256, 211.56694), (345.8301, 255.95305)]","(120.60003377777775, 225.691618)"
2098,"[(27.448378, 238.19301), (96.10289, 259.89532), (19.36724, 13.107505), (105.20966, 203.27719), (141.79837, 221.10011), (57.53106, 300.2381), (140.01952, 330.33383), (152.45346, 211.85893), (345.82043, 255.87865)]","(120.63900088888889, 225.98696055555558)"
2099,"[(27.790663, 238.22154), (96.25532, 259.81516), (19.382998, 13.151148), (104.97748, 203.66696), (143.01517, 223.00655), (57.57596, 300.3311), (139.40282, 329.94144), (152.72903, 212.5573), (345.81433, 255.83217)]","(120.7715301111111, 226.2803742222222)"
2100,"[(27.883245, 238.50232), (96.293686, 259.9159), (19.35515, 13.114969), (104.81948, 203.83638), (144.04472, 224.31491), (57.300247, 300.25476), (139.0361, 329.64835), (152.64749, 212.852), (345.80347, 255.79527)]","(120.79817644444445, 226.4705398888889)"
2101,"[(27.879217, 238.12173), (95.97639, 260.38208), (19.37428, 13.155533), (104.4234, 204.0002), (144.44145, 224.81345), (56.971222, 300.0661), (139.03908, 329.64914), (153.15376, 213.80302), (345.80447, 255.7334)]","(120.78480766666667, 226.63607255555556)"
2102,"[(27.567738, 237.53064), (95.96531, 262.1069), (19.401386, 13.188495), (104.213524, 204.38419), (144.69061, 224.94586), (57.237297, 300.4024), (139.01295, 329.56003), (154.22035, 215.54321), (345.8063, 255.78114)]","(120.90171833333335, 227.04920722222224)"
2103,"[(27.338707, 237.29349), (97.67533, 262.8006), (19.436705, 13.238462), (103.605194, 204.4928), (145.05333, 225.10818), (57.37067, 300.52136), (138.81355, 329.32526), (154.17877, 216.10258), (345.81866, 255.81303)]","(121.03232399999999, 227.188418)"
2104,"[(27.279379, 237.24466), (97.856445, 263.21704), (19.373789, 13.120313), (103.66497, 205.16112), (144.90086, 224.47742), (57.895924, 300.96268), (138.8607, 329.31827), (154.97685, 217.6905), (345.84515, 255.87637)]","(121.18378522222221, 227.4520414444444)"
2105,"[(27.06397, 237.09012), (97.68504, 263.60046), (19.389824, 13.119645), (103.68002, 205.42398), (145.24335, 224.31856), (58.09165, 301.14395), (139.0126, 329.42188), (155.9979, 219.11905), (345.83267, 255.86444)]","(121.33300266666664, 227.67800944444446)"
2106,"[(27.184067, 236.77298), (97.56685, 263.86868), (19.515238, 13.257329), (103.6719, 205.60771), (146.0053, 224.59947), (58.04177, 301.13318), (139.08331, 329.46487), (156.60231, 219.5242), (345.85013, 255.8927)]","(121.50231944444444, 227.79123544444442)"
2107,"[(27.823124, 237.06761), (97.263466, 263.7969), (19.531422, 13.263806), (104.171936, 206.08368), (146.9761, 224.71933), (57.885693, 300.98108), (139.05566, 329.40482), (156.36528, 219.60286), (345.85175, 255.85912)]","(121.65827011111111, 227.8643562222222)"
2108,"[(27.722883, 236.95647), (96.50781, 263.6571), (19.433886, 13.157609), (104.544525, 206.39099), (148.6538, 225.75777), (57.805763, 300.90524), (139.02711, 329.36957), (156.1871, 220.03412), (345.91907, 255.93648)]","(121.75577188888889, 228.0183721111111)"
2109,"[(27.78114, 236.89519), (96.58958, 264.02765), (19.356651, 13.057449), (105.15205, 206.71861), (149.87552, 226.28616), (57.83997, 300.92554), (138.83022, 329.26328), (156.27753, 219.41998), (345.9873, 255.69377)]","(121.96555122222223, 228.03195877777776)"
2110,"[(27.655674, 237.00166), (96.17444, 263.98566), (19.320284, 13.012856), (105.69316, 206.70714), (151.28981, 227.25304), (57.983986, 301.06998), (138.76334, 329.22073), (156.00137, 219.19559), (346.06018, 255.48096)]","(122.10469377777778, 228.10306844444443)"
2111,"[(27.669922, 237.01456), (95.2209, 263.22974), (19.227163, 12.880629), (105.778824, 206.46944), (153.21628, 228.4847), (58.047215, 301.1583), (138.78702, 329.19748), (155.90973, 219.3634), (346.10623, 255.30847)]","(122.21814266666667, 228.12296877777777)"
2112,"[(27.967352, 236.57101), (95.2418, 263.73456), (19.233166, 12.890039), (105.61101, 206.2131), (155.52217, 230.38406), (58.096073, 301.18784), (138.96613, 329.28833), (155.75307, 220.54985), (346.1979, 255.28453)]","(122.50985233333333, 228.45592433333331)"
2113,"[(28.122704, 236.53535), (95.57779, 264.3702), (19.301983, 12.986255), (105.50063, 206.06886), (156.5674, 231.71797), (57.50983, 300.73077), (139.18893, 329.36383), (155.63097, 220.97937), (346.2371, 255.19615)]","(122.6263707777778, 228.66097277777777)"
2114,"[(28.588987, 236.48714), (96.69893, 265.7623), (19.30831, 12.978891), (105.4112, 206.30428), (157.27313, 232.13518), (57.751205, 300.9817), (139.33693, 329.3831), (155.17024, 220.26155), (346.25092, 255.05272)]","(122.86553911111112, 228.81631788888888)"
2115,"[(29.030077, 236.26021), (97.335526, 266.6252), (19.337227, 13.017066), (105.852295, 206.48575), (157.87096, 232.79668), (57.739647, 301.17108), (139.3629, 329.30807), (153.91832, 218.21791), (346.3079, 255.00781)]","(122.97276133333334, 228.76553066666668)"
2116,"[(29.266102, 236.28389), (97.70939, 266.90643), (19.340467, 13.068007), (106.52593, 207.1459), (157.75897, 232.22885), (56.974083, 300.66776), (139.50835, 329.27783), (150.9153, 214.2281), (346.3518, 254.99367)]","(122.70559911111111, 228.31115966666664)"
2117,"[(29.35323, 236.24539), (97.92258, 267.0232), (19.34761, 13.096355), (106.689064, 207.48253), (157.56062, 231.80832), (57.058018, 300.8787), (139.58249, 329.27402), (146.96432, 209.12878), (346.40125, 254.81866)]","(122.31990911111113, 227.75066166666667)"
2118,"[(29.225616, 235.95668), (97.913536, 267.00858), (19.435701, 13.206607), (106.670555, 207.76294), (157.99495, 232.18233), (56.80521, 300.8405), (139.68846, 329.21173), (146.47255, 208.83788), (346.4974, 254.90527)]","(122.300442, 227.76805744444448)"
2119,"[(29.321033, 235.97412), (97.82316, 266.8242), (19.362635, 13.107154), (106.56634, 207.84416), (158.83742, 231.99991), (56.427326, 300.64713), (140.19904, 328.90082), (145.77577, 208.43355), (346.69345, 254.84386)]","(122.33401933333334, 227.61943377777777)"
2120,"[(29.313374, 235.89774), (98.02539, 266.96927), (19.47123, 13.221368), (106.50802, 207.93262), (158.89027, 231.18304), (56.693237, 300.8938), (140.44699, 328.6997), (145.01004, 208.76051), (346.7262, 254.77173)]","(122.34275011111112, 227.59219755555554)"
2121,"[(29.331326, 235.84308), (98.12419, 267.01236), (19.547638, 13.285054), (106.50551, 207.94972), (159.20445, 230.00793), (57.039265, 301.19064), (140.62408, 328.40643), (146.86897, 215.97192), (346.8791, 254.72307)]","(122.68050322222224, 228.26557822222225)"
2122,"[(29.370663, 235.92732), (97.66747, 266.75363), (19.556093, 13.2932), (106.59874, 207.95087), (159.85521, 229.46873), (57.16502, 301.37466), (140.7083, 328.31854), (141.86711, 212.26251), (346.95428, 254.58641)]","(122.193654, 227.7706522222222)"
2123,"[(29.304678, 235.8786), (96.997696, 267.0475), (19.50781, 13.244499), (106.617065, 207.9083), (160.49605, 228.51372), (57.241184, 301.48288), (140.80316, 328.23547), (139.21732, 210.12212), (347.2233, 254.89253)]","(121.93425144444443, 227.48062433333337)"
2124,"[(29.404556, 235.90111), (96.44529, 267.17603), (19.36097, 13.140482), (106.77396, 208.04329), (160.60733, 226.14131), (57.112152, 301.42093), (141.0896, 328.408), (139.66222, 211.28052), (347.30615, 254.3675)]","(121.97358088888889, 227.319908)"
2125,"[(29.03779, 236.2197), (96.00914, 267.18256), (19.343575, 13.090157), (106.725784, 207.75061), (160.89304, 223.08398), (57.016655, 301.3716), (141.45891, 328.31747), (139.40118, 210.48824), (347.5627, 254.274)]","(121.93875266666666, 226.86425744444443)"
2126,"[(28.904692, 236.27872), (96.178795, 267.59555), (19.337095, 13.137448), (106.475876, 207.3509), (161.23134, 219.97942), (56.117733, 300.57715), (141.60158, 328.14114), (138.54689, 210.8201), (347.74936, 253.04128)]","(121.79370677777777, 226.32463422222222)"
2127,"[(28.702799, 236.20522), (96.1342, 267.6907), (19.279274, 13.1319475), (106.45036, 207.25858), (160.98468, 216.84172), (55.832962, 300.1923), (141.46654, 328.17798), (136.95905, 211.87213), (348.09973, 251.59492)]","(121.54551055555557, 225.88505527777775)"
2128,"[(28.730223, 236.0562), (95.92885, 267.8782), (19.30211, 13.124559), (106.333305, 207.24432), (162.20111, 215.52542), (56.53154, 300.53415), (141.53105, 328.54626), (135.84264, 211.3471), (349.41714, 249.67294)]","(121.75755199999998, 225.5476832222222)"
2129,"[(28.589453, 236.08522), (95.18005, 267.96603), (19.258612, 13.054441), (105.97546, 207.29562), (163.63617, 214.66429), (57.10746, 300.80685), (141.81126, 328.82904), (135.19037, 211.92188), (350.0925, 246.89748)]","(121.87125944444445, 225.2800945555556)"
2130,"[(28.444754, 236.20497), (93.796646, 267.59955), (19.240591, 13.001372), (105.77444, 207.41273), (165.38, 214.0823), (58.303734, 301.5161), (141.99138, 328.99347), (134.39185, 212.37944), (350.23624, 244.06505)]","(121.95107055555556, 225.0283313333333)"
2131,"[(28.315529, 236.11874), (92.99038, 267.61874), (19.213686, 12.972334), (105.653175, 207.42992), (166.22313, 213.22018), (60.286514, 303.01746), (141.74016, 328.62143), (132.73993, 212.24611), (350.21753, 241.1712)]","(121.93111488888887, 224.71290155555556)"
2132,"[(28.433723, 236.14687), (92.503555, 267.67285), (19.206903, 12.967363), (105.34265, 207.77068), (167.44945, 213.57397), (61.022915, 303.51352), (142.27359, 328.81985), (128.73053, 210.97386), (350.48053, 238.32626)]","(121.7159828888889, 224.41835811111113)"
2133,"[(28.553999, 236.10284), (92.70703, 268.5098), (19.25744, 13.024153), (105.95012, 208.01938), (168.19125, 212.61662), (61.468384, 303.76062), (143.26593, 329.2555), (127.422195, 208.17886), (350.34027, 234.94751)]","(121.90629088888889, 223.82392033333332)"
2134,"[(28.531609, 236.29709), (92.057236, 267.93518), (19.23758, 12.953533), (106.25474, 209.60098), (168.42606, 211.577), (62.021835, 303.85187), (144.88365, 330.33722), (126.00478, 207.0659), (351.0791, 234.61946)]","(122.05517666666667, 223.80424811111112)"
2135,"[(28.858385, 236.44644), (92.10391, 267.8185), (19.260456, 12.984585), (106.0794, 210.43611), (168.36496, 210.0559), (62.18335, 303.54562), (147.38324, 331.71768), (121.75533, 205.73549), (351.82205, 234.83969)]","(121.97900899999998, 223.73111277777778)"
2136,"[(28.71053, 236.33563), (90.991425, 266.62668), (19.292107, 13.005606), (105.57188, 211.10402), (169.1658, 208.52171), (62.513977, 303.04913), (148.68962, 332.46432), (120.08354, 201.15094), (352.6701, 234.91544)]","(121.96544211111109, 223.01927511111114)"
2137,"[(28.471045, 235.98253), (89.58079, 265.0883), (19.158426, 12.77046), (105.1937, 211.53868), (170.26237, 206.4214), (62.87286, 302.5894), (149.3976, 332.81607), (119.05713, 199.37123), (353.36624, 235.2557)]","(121.92890677777778, 222.42597444444445)"
2138,"[(28.278261, 235.99167), (89.08092, 264.01526), (18.987917, 12.56694), (105.915764, 210.48169), (171.47089, 204.3525), (62.57192, 301.74292), (150.07281, 332.70404), (116.403725, 196.52992), (353.9474, 235.21004)]","(121.85884522222221, 221.51055333333332)"
2139,"[(28.55841, 236.21288), (89.680695, 262.99988), (18.815483, 12.364482), (105.73471, 209.65837), (173.46996, 202.62958), (62.903088, 301.211), (150.79553, 331.97986), (113.78772, 193.87881), (355.24484, 233.41803), (49.948708, 397.3975)]","(114.8939144, 238.1750392)"
2140,"[(28.977636, 236.36743), (90.55546, 262.11633), (18.77538, 12.350414), (105.4832, 209.52669), (174.71384, 200.21611), (63.719948, 301.03174), (151.3299, 331.03568), (112.83269, 193.46777), (355.89456, 231.40887), (51.100628, 396.62347)]","(115.33832419999999, 237.4144504)"
2141,"[(29.254566, 236.17418), (90.9741, 260.7062), (18.760584, 12.351531), (105.41003, 209.8251), (174.75804, 197.66917), (64.21712, 300.66772), (152.1457, 330.54434), (112.58048, 194.4707), (355.90823, 229.28255), (52.064396, 396.2804)]","(115.60732460000001, 236.79718910000003)"
2142,"[(29.568731, 235.49507), (91.559814, 259.96225), (18.748869, 12.344876), (104.574554, 209.0521), (174.4339, 194.62827), (65.040825, 300.53275), (152.7418, 329.7644), (112.52991, 196.33849), (355.40442, 226.60135), (52.83588, 396.04236)]","(115.7438703, 236.0761916)"
2143,"[(29.297161, 234.93478), (91.654, 258.96017), (18.668085, 12.20636), (103.10283, 209.27429), (172.69191, 188.93771), (65.7209, 300.26932), (153.17883, 328.95825), (111.569855, 196.71585), (353.9803, 223.12543), (52.83332, 395.60608)]","(115.2697191, 234.89882400000002)"
2144,"[(29.262098, 234.2315), (91.78226, 258.28128), (18.691965, 12.195823), (102.5915, 209.36118), (171.53749, 183.99477), (67.59756, 301.08832), (154.86574, 329.18802), (111.426346, 196.16737), (353.0872, 220.30614), (53.03751, 395.5183)]","(115.3879669, 234.0332703)"
2145,"[(29.311998, 233.58583), (89.48512, 255.6093), (18.70023, 12.130927), (101.86513, 208.74934), (171.09793, 181.18254), (69.25864, 301.83667), (156.6973, 329.30948), (111.02949, 196.3736), (352.2204, 216.23361), (53.04082, 395.4401)]","(115.2707058, 233.0451397)"
2146,"[(29.37767, 233.1937), (90.103745, 255.05269), (18.778074, 12.038013), (99.04439, 205.39673), (171.97801, 178.90584), (70.220604, 302.16345), (158.70013, 329.2683), (110.122215, 197.60623), (351.7028, 213.38576), (52.850952, 395.27014)]","(115.287859, 232.22808530000003)"
2147,"[(29.657356, 232.9949), (88.80185, 252.36021), (18.767792, 11.875031), (99.57685, 204.25365), (172.72646, 177.71214), (70.52566, 302.17627), (159.54794, 329.20822), (110.04687, 197.29784), (351.657, 210.85495), (52.66346, 395.2377)]","(115.3971238, 231.39709109999998)"
2148,"[(29.944653, 232.88388), (86.28885, 249.02066), (18.894, 11.970496), (102.82922, 207.7868), (174.34348, 176.44012), (70.73892, 301.99747), (159.53091, 328.62802), (109.16397, 196.54787), (351.9032, 209.244), (52.45758, 395.14145)]","(115.6094783, 230.96607659999995)"
2149,"[(30.491825, 233.04953), (85.462845, 247.08472), (18.92952, 11.967513), (103.90443, 207.70912), (176.20522, 174.65672), (70.57013, 301.55383), (158.83061, 327.4556), (108.1015, 196.2539), (351.95395, 207.5769), (52.76467, 394.73868)]","(115.72147, 230.20465130000002)"
2150,"[(30.816153, 233.01624), (85.60796, 245.85628), (19.033665, 11.904591), (102.37835, 206.19547), (177.95503, 173.73418), (71.33487, 301.07788), (159.10666, 326.1906), (106.241684, 195.46565), (351.91843, 206.18695), (53.81061, 394.11053)]","(115.8203412, 229.37383710000003)"
2151,"[(31.29919, 232.73338), (85.56684, 244.17813), (19.294312, 11.989106), (103.30641, 206.67467), (178.36388, 172.2026), (72.261215, 300.17633), (159.64882, 324.29984), (104.15417, 193.79047), (351.89883, 204.7448), (51.55128, 392.78915)]","(115.73449469999998, 228.3578476)"
2152,"[(31.555447, 233.00404), (88.152565, 246.20218), (19.516243, 12.142168), (104.25835, 205.9425), (178.43365, 170.112), (73.68867, 299.16757), (160.93881, 322.88794), (102.88637, 191.55331), (351.76273, 203.94807), (50.737755, 390.41296)]","(116.19305899999999, 227.5372738)"
2153,"[(31.780027, 232.39462), (89.03383, 245.21962), (19.519281, 12.040509), (107.06474, 205.42992), (178.45113, 167.88164), (75.38327, 298.54443), (163.1336, 322.906), (101.416245, 189.04286), (351.1362, 203.27223), (49.749252, 388.34818)]","(116.66675750000002, 226.50800089999998)"
2154,"[(31.691757, 231.45125), (89.83504, 243.8569), (19.528328, 11.852865), (107.9564, 202.8986), (179.52322, 166.85715), (75.84639, 297.83807), (164.76247, 323.15036), (100.27169, 188.1199), (350.14664, 201.95503), (51.72607, 386.01358)]","(117.12880049999998, 225.39937049999997)"
2155,"[(31.467865, 230.57507), (91.306435, 242.68758), (19.365736, 11.512985), (109.50616, 201.62796), (180.61417, 164.93327), (75.635155, 296.84305), (166.30333, 323.28964), (99.4096, 186.76332), (348.91, 201.67557), (54.182175, 383.60785)]","(117.67006259999998, 224.3516295)"
2156,"[(30.570105, 228.60136), (91.43304, 240.24756), (19.476797, 11.454123), (109.328445, 199.04286), (181.65202, 163.19308), (76.18401, 296.37735), (167.35075, 322.7874), (100.04707, 187.80083), (347.91867, 201.84317), (55.37759, 382.00058)]","(117.93384970000002, 223.3348313)"
